t, ni, rep, g, s, ph, d, rank, p, fitness, extra, genes, DateTime, mil
00:00:00:00.132, 00:00:00:00.003, 2, 160, 1.2121212, M, 3.00e+00, 3, 0.04304374044523712, 9.30000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1110 1111 1111 1110 1111 1111 0101 1111 1111 1011 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 132
00:00:00:00.139, 00:00:00:00.001, 2, 163, 1.1726619, R, 1.00e+00, 2, 0.00000000000000000, 9.40000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1110 1111 1111 1110 1111 1111 0101 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 139
00:00:00:00.153, 00:00:00:00.009, 2, 231, 1.5098039, R, 1.00e+00, 3, 0.00000000000000000, 9.50000000000000000e+01, , 0111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1110 1111 1111 1110 1111 1111 0111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 153
00:00:00:00.162, 00:00:00:00.003, 2, 248, 1.5308642, M, 1.00e+00, 2, 0.02511612770301124, 9.60000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1110 1111 1111 1110 1111 1111 0111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 162
00:00:00:00.169, 00:00:00:00.002, 2, 270, 1.5976331, M, 1.00e+00, 2, 0.02511612770301124, 9.70000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1111 1111 1111 1110 1111 1111 0111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 169
00:00:00:00.177, 00:00:00:00.001, 2, 282, 1.5932204, M, 1.00e+00, 1, 0.01000000000000000, 9.80000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 177
00:00:00:00.190, 00:00:00:00.009, 2, 342, 1.8000000, M, 1.00e+00, 1, 0.01000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 190
00:00:00:00.233, 00:00:00:00.038, 2, 633, 2.7167382, R, 1.00e+00, 2, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 233
00:00:00:00.240, 00:00:00:00.000, 2, 635, 2.6458333, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 240
00:00:00:00.001, 00:00:00:00.000, 3, 1, 1.0000000, S, 0.00e+00, 0, 0.00000000000000000, 5.90000000000000000e+01, , 1111 0011 0110 1110 0100 1111 1000 1111 1000 1110 1011 1001 1111 0110 0100 1010 1011 0011 1000 0001 0110 1101 1011 1010 0111, Mon Apr 27 20:17:48 CST 2026, 1
00:00:00:00.008, 00:00:00:00.007, 3, 1, 0.1250000, R, 3.30e+01, 3, 0.00000000000000000, 6.00000000000000000e+01, , 0111 1010 0110 1011 1100 1001 1110 1110 0011 1110 1101 1001 1011 0111 1111 1010 1011 0110 1000 0101 1000 1101 0110 1011 0100, Mon Apr 27 20:17:48 CST 2026, 8
00:00:00:00.016, 00:00:00:00.000, 3, 2, 0.1250000, M, 4.50e+01, 9, 0.18527635915169430, 6.30000000000000000e+01, , 1110 1101 0111 1101 0101 1011 0011 1111 1110 0010 0101 1001 0110 1111 0110 1010 0010 1111 1110 1100 1111 0110 1100 1011 1000, Mon Apr 27 20:17:48 CST 2026, 16
00:00:00:00.024, 00:00:00:00.000, 3, 3, 0.1250000, R, 1.90e+01, 2, 0.00000000000000000, 6.80000000000000000e+01, , 1110 1101 0111 1111 0111 1111 1010 1111 1101 0010 0111 1001 0111 0111 0101 1010 1010 1011 0101 1100 1111 0110 1100 1111 1001, Mon Apr 27 20:17:48 CST 2026, 24
00:00:00:00.033, 00:00:00:00.002, 3, 10, 0.3030303, M, 1.10e+01, 7, 0.13268112095162987, 6.90000000000000000e+01, , 1110 1101 0011 1100 0111 1111 1000 1111 1111 1010 1111 0001 0111 0111 1101 1011 1010 1011 0101 1100 1111 0110 1100 1111 1101, Mon Apr 27 20:17:48 CST 2026, 33
00:00:00:00.040, 00:00:00:00.000, 3, 11, 0.2750000, R, 4.00e+00, 2, 0.00000000000000000, 7.30000000000000000e+01, , 1110 1101 0111 1101 0111 1111 1010 1111 1111 1010 1111 1001 0111 0111 1101 1011 1010 1011 0101 1100 1111 0110 1100 1111 1101, Mon Apr 27 20:17:48 CST 2026, 40
00:00:00:00.048, 00:00:00:00.001, 3, 15, 0.3125000, R, 3.00e+00, 3, 0.00000000000000000, 7.40000000000000000e+01, , 1110 1101 0111 1101 0111 1111 1011 1111 1111 1010 1111 1001 0111 0111 1101 1011 1010 0111 0101 1100 1111 0110 1100 1111 1101, Mon Apr 27 20:17:48 CST 2026, 48
00:00:00:00.055, 00:00:00:00.000, 3, 16, 0.2909091, M, 1.70e+01, 2, 0.02511612770301124, 7.50000000000000000e+01, , 0111 1101 0111 1101 0101 1111 1010 1111 0111 1110 1111 1101 0111 0111 1111 0010 1011 1011 0111 1110 1111 0110 0101 1111 1101, Mon Apr 27 20:17:48 CST 2026, 55
00:00:00:00.064, 00:00:00:00.001, 3, 21, 0.3281250, R, 2.00e+00, 5, 0.00000000000000000, 7.70000000000000000e+01, , 0111 1101 0111 1101 0101 1111 1010 1111 0111 1110 1111 1101 1111 0111 1111 0010 1011 1011 0111 1110 1111 0110 0111 1111 1101, Mon Apr 27 20:17:48 CST 2026, 64
00:00:00:00.070, 00:00:00:00.001, 3, 28, 0.4000000, M, 1.00e+00, 2, 0.02511612770301124, 7.80000000000000000e+01, , 0111 1101 0111 1101 0101 1111 1010 1111 0111 1110 1111 1111 1111 0111 1111 0010 1011 1011 0111 1110 1111 0110 0111 1111 1101, Mon Apr 27 20:17:48 CST 2026, 70
00:00:00:00.077, 00:00:00:00.000, 3, 30, 0.3896104, M, 1.10e+01, 6, 0.10810920818378461, 7.90000000000000000e+01, , 0111 1111 0111 1101 0101 1111 0011 1111 0111 1110 1111 1101 1111 0111 1110 0011 1111 1101 0111 1110 1101 0111 0111 1111 1101, Mon Apr 27 20:17:48 CST 2026, 77
00:00:00:00.085, 00:00:00:00.001, 3, 37, 0.4352941, R, 2.00e+00, 3, 0.00000000000000000, 8.10000000000000000e+01, , 0111 1111 0111 1101 1101 1111 0011 1111 1111 1110 1111 1101 1111 0111 1110 0011 1111 1101 0111 1110 1101 0111 0111 1111 1101, Mon Apr 27 20:17:48 CST 2026, 85
00:00:00:00.094, 00:00:00:00.001, 3, 41, 0.4361702, R, 6.00e+00, 3, 0.00000000000000000, 8.30000000000000000e+01, , 0111 1111 1111 1101 1101 1111 0011 1111 1111 1111 1111 1101 1111 0111 1110 0111 1011 1101 0011 1110 1101 0111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 94
00:00:00:00.105, 00:00:00:00.001, 3, 46, 0.4380952, M, 1.00e+00, 1, 0.01000000000000000, 8.40000000000000000e+01, , 0111 1111 1111 1101 1101 1111 0011 1111 1111 1111 1111 1101 1111 0111 1110 0111 1011 1101 1011 1110 1101 0111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 105
00:00:00:00.117, 00:00:00:00.003, 3, 65, 0.5555556, R, 3.00e+00, 6, 0.00000000000000000, 8.70000000000000000e+01, , 1111 1111 1111 1101 1111 1111 0111 1111 1111 1111 1111 1101 1111 0111 1110 0111 1011 1101 1011 1110 1101 0111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 117
00:00:00:00.129, 00:00:00:00.004, 3, 73, 0.5658914, R, 1.00e+00, 5, 0.00000000000000000, 8.80000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1101 1111 0111 1110 0111 1011 1101 1011 1110 1101 0111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 129
00:00:00:00.139, 00:00:00:00.002, 3, 81, 0.5827338, R, 3.00e+00, 8, 0.00000000000000000, 8.90000000000000000e+01, , 1111 1111 1111 0101 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1110 0111 1011 1111 1011 1110 1101 0111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 139
00:00:00:00.148, 00:00:00:00.002, 3, 90, 0.6081081, M, 1.00e+00, 1, 0.01000000000000000, 9.00000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1110 0111 1011 1111 1011 1110 1101 0111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 148
00:00:00:00.157, 00:00:00:00.001, 3, 95, 0.6050956, R, 1.00e+00, 4, 0.00000000000000000, 9.10000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1110 0111 1011 1111 1011 1110 1101 1111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 157
00:00:00:00.167, 00:00:00:00.003, 3, 115, 0.6886228, R, 1.00e+00, 3, 0.00000000000000000, 9.20000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1110 0111 1011 1111 1011 1111 1101 1111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 167
00:00:00:00.175, 00:00:00:00.001, 3, 123, 0.7028571, R, 1.00e+00, 8, 0.00000000000000000, 9.30000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1110 1111 1011 1111 1011 1111 1101 1111 0111 1111 1111, Mon Apr 27 20:17:48 CST 2026, 175
00:00:00:00.183, 00:00:00:00.001, 3, 125, 0.6830601, R, 1.00e+00, 2, 0.00000000000000000, 9.40000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1110 1111 1011 1111 1111 1111 1101 1111 0111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 183
00:00:00:00.192, 00:00:00:00.002, 3, 134, 0.6979167, M, 1.00e+00, 2, 0.02511612770301124, 9.50000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1110 1111 1011 1111 1111 1111 1111 1111 0111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 192
00:00:00:00.216, 00:00:00:00.015, 3, 198, 0.9166667, M, 1.00e+00, 2, 0.02511612770301124, 9.60000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1011 1111 1111 1111 1111 1111 0111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 216
00:00:00:00.226, 00:00:00:00.003, 3, 210, 0.9292035, M, 1.00e+00, 1, 0.01000000000000000, 9.70000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 0111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 226
00:00:00:00.262, 00:00:00:00.029, 3, 381, 1.4541985, R, 1.00e+00, 3, 0.00000000000000000, 9.80000000000000000e+01, , 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 262
00:00:00:00.283, 00:00:00:00.013, 3, 469, 1.6572438, R, 1.00e+00, 3, 0.00000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 283
00:00:00:00.298, 00:00:00:00.009, 3, 527, 1.7684563, R, 1.00e+00, 3, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 298
00:00:00:00.304, 00:00:00:00.000, 3, 529, 1.7401316, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 304
00:00:00:00.002, 00:00:00:00.000, 4, 1, 0.5000000, S, 0.00e+00, 0, 0.00000000000000000, 5.80000000000000000e+01, , 0001 0010 1110 0100 1101 1111 0001 1100 1001 1100 1000 1110 1110 0100 1010 1111 0111 1111 1011 0110 1101 1100 1000 1111 0101, Mon Apr 27 20:17:49 CST 2026, 2
00:00:00:00.008, 00:00:00:00.006, 4, 1, 0.1250000, R, 2.20e+01, 2, 0.00000000000000000, 6.00000000000000000e+01, , 0001 1110 1111 0100 1010 1100 1001 1101 1011 1101 1100 1100 1100 0100 1010 1111 0011 0111 1011 0110 1100 1101 1010 1110 1101, Mon Apr 27 20:17:49 CST 2026, 8
00:00:00:00.014, 00:00:00:00.001, 4, 2, 0.1428571, M, 2.30e+01, 2, 0.02511612770301124, 6.10000000000000000e+01, , 0001 0010 1110 0100 1101 1111 1001 1110 1001 1100 1000 1110 1110 0100 1010 1111 0111 1111 1011 0110 1101 1110 1000 1111 0101, Mon Apr 27 20:17:49 CST 2026, 14
00:00:00:00.018, 00:00:00:00.000, 4, 5, 0.2777778, R, 3.90e+01, 12, 0.00000000000000000, 6.20000000000000000e+01, , 1000 1000 1111 1010 1111 1011 1011 1011 1011 0101 1000 1011 1100 1001 1011 1110 1010 0111 0010 1110 0111 0110 1111 1010 0101, Mon Apr 27 20:17:49 CST 2026, 18
00:00:00:00.026, 00:00:00:00.000, 4, 7, 0.2692308, R, 4.00e+01, 4, 0.00000000000000000, 6.80000000000000000e+01, , 0001 0110 1111 0110 1110 1111 1001 1111 1011 0101 1110 1100 1010 0101 1111 1111 0111 1111 1001 1010 1101 1111 1000 0111 0101, Mon Apr 27 20:17:49 CST 2026, 26
00:00:00:00.032, 00:00:00:00.000, 4, 9, 0.2812500, R, 3.20e+01, 16, 0.00000000000000000, 7.20000000000000000e+01, , 1011 1101 0111 1010 1101 1110 1100 1111 1011 1101 1110 1100 1101 1101 1111 0111 0010 1110 1111 1110 1011 1110 1110 0111 0011, Mon Apr 27 20:17:49 CST 2026, 32
00:00:00:00.039, 00:00:00:00.000, 4, 12, 0.3076923, M, 1.30e+01, 2, 0.02511612770301124, 7.30000000000000000e+01, , 1011 0100 1111 1010 1100 1111 1101 1111 1011 1101 1110 1100 1001 1101 1111 1111 0011 1110 1111 1010 1111 1111 1100 0111 0011, Mon Apr 27 20:17:49 CST 2026, 39
00:00:00:00.048, 00:00:00:00.001, 4, 13, 0.2708333, R, 6.00e+00, 2, 0.00000000000000000, 7.50000000000000000e+01, , 1011 1100 0111 1010 1101 1111 1100 1111 1011 1101 1110 1100 1101 1101 1111 1111 0011 1110 1111 1010 1111 1111 1110 0111 0011, Mon Apr 27 20:17:49 CST 2026, 48
00:00:00:00.054, 00:00:00:00.000, 4, 16, 0.2962963, M, 7.00e+00, 4, 0.06308198707939691, 7.80000000000000000e+01, , 1011 1110 0111 1110 1111 1111 1101 1111 1011 1101 1110 1100 1001 1111 1111 1111 0011 1110 1111 1010 1111 1111 1100 0111 0011, Mon Apr 27 20:17:49 CST 2026, 54
00:00:00:00.060, 00:00:00:00.002, 4, 27, 0.4500000, R, 4.00e+00, 7, 0.00000000000000000, 8.00000000000000000e+01, , 1011 1111 0111 1110 1111 1111 1101 1111 1011 1101 1110 1100 0001 1111 1111 1111 1011 1110 1111 1110 1111 1111 1100 0111 0011, Mon Apr 27 20:17:49 CST 2026, 60
00:00:00:00.067, 00:00:00:00.000, 4, 31, 0.4626866, R, 3.00e+00, 4, 0.00000000000000000, 8.10000000000000000e+01, , 1011 1111 0111 1110 1111 1111 1101 1111 1111 1101 1110 1110 0001 1111 1111 0111 1011 1110 1111 1110 1111 1111 1100 0111 0011, Mon Apr 27 20:17:49 CST 2026, 67
00:00:00:00.074, 00:00:00:00.001, 4, 35, 0.4729730, R, 7.00e+00, 8, 0.00000000000000000, 8.20000000000000000e+01, , 0011 1111 0111 1110 1111 1111 1101 1111 1011 1101 1111 1110 0001 1111 1111 1111 1111 1110 1111 1110 1101 1111 1100 0111 0111, Mon Apr 27 20:17:49 CST 2026, 74
00:00:00:00.081, 00:00:00:00.000, 4, 37, 0.4567901, R, 5.00e+00, 2, 0.00000000000000000, 8.30000000000000000e+01, , 1011 1111 0111 1110 1111 1111 1101 1111 1111 1101 1110 1110 0001 1111 1111 1111 1011 1110 1111 1110 1111 1111 1100 0111 0111, Mon Apr 27 20:17:49 CST 2026, 81
00:00:00:00.092, 00:00:00:00.002, 4, 44, 0.4782609, M, 8.00e+00, 5, 0.08485186069054183, 8.50000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1101 1111 1111 1111 1110 1110 0001 1111 1110 1110 1111 1010 1111 1110 1111 1111 1101 0111 0111, Mon Apr 27 20:17:49 CST 2026, 92
00:00:00:00.100, 00:00:00:00.000, 4, 45, 0.4500000, R, 4.00e+00, 3, 0.00000000000000000, 8.70000000000000000e+01, , 1011 1111 1111 1110 1111 1111 1101 1111 1111 1111 1110 1110 0001 1111 1111 1111 1111 1110 1111 1110 1111 1111 1101 0111 0111, Mon Apr 27 20:17:49 CST 2026, 100
00:00:00:00.110, 00:00:00:00.000, 4, 47, 0.4272727, R, 1.00e+00, 3, 0.00000000000000000, 8.80000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1101 1111 1111 1111 1110 1110 0001 1111 1111 1111 1111 1110 1111 1110 1111 1111 1101 0111 0111, Mon Apr 27 20:17:49 CST 2026, 110
00:00:00:00.120, 00:00:00:00.004, 4, 68, 0.5666667, M, 3.00e+00, 2, 0.02511612770301124, 8.90000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1011 1111 1111 1111 1110 1110 0001 1111 1111 1111 1111 1110 1111 1110 1111 1111 1111 0111 0111, Mon Apr 27 20:17:49 CST 2026, 120
00:00:00:00.125, 00:00:00:00.000, 4, 69, 0.5520000, R, 1.00e+00, 2, 0.00000000000000000, 9.00000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1110 0001 1111 1111 1111 1111 1110 1111 1110 1111 1111 1111 0111 0111, Mon Apr 27 20:17:49 CST 2026, 125
00:00:00:00.136, 00:00:00:00.004, 4, 81, 0.5955882, R, 1.00e+00, 3, 0.00000000000000000, 9.10000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1110 0101 1111 1111 1111 1111 1110 1111 1110 1111 1111 1111 0111 0111, Mon Apr 27 20:17:49 CST 2026, 136
00:00:00:00.143, 00:00:00:00.002, 4, 96, 0.6713287, M, 1.00e+00, 2, 0.02511612770301124, 9.20000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1110 1101 1111 1111 1111 1111 1110 1111 1110 1111 1111 1111 0111 0111, Mon Apr 27 20:17:49 CST 2026, 143
00:00:00:00.153, 00:00:00:00.004, 4, 117, 0.7647059, R, 3.00e+00, 10, 0.00000000000000000, 9.30000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1110 1101 1111 1111 1111 1111 1110 1111 1111 0111 1111 1111 1111 0111, Mon Apr 27 20:17:49 CST 2026, 153
00:00:00:00.162, 00:00:00:00.004, 4, 136, 0.8395061, M, 1.00e+00, 1, 0.01000000000000000, 9.40000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1101 1111 1111 1111 1111 1110 1111 1111 0111 1111 1111 1111 0111, Mon Apr 27 20:17:49 CST 2026, 162
00:00:00:00.169, 00:00:00:00.001, 4, 142, 0.8402367, M, 1.00e+00, 1, 0.01000000000000000, 9.50000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1110 1111 1111 0111 1111 1111 1111 0111, Mon Apr 27 20:17:49 CST 2026, 169
00:00:00:00.174, 00:00:00:00.001, 4, 149, 0.8563218, R, 1.00e+00, 5, 0.00000000000000000, 9.60000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1110 1111 1111 0111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 174
00:00:00:00.184, 00:00:00:00.004, 4, 169, 0.9184783, R, 1.00e+00, 2, 0.00000000000000000, 9.70000000000000000e+01, , 1011 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 184
00:00:00:00.194, 00:00:00:00.003, 4, 184, 0.9484536, M, 1.00e+00, 1, 0.01000000000000000, 9.80000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 194
00:00:00:00.204, 00:00:00:00.004, 4, 205, 1.0049020, R, 1.00e+00, 5, 0.00000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 204
00:00:00:00.276, 00:00:00:00.064, 4, 569, 2.0615942, R, 1.00e+00, 2, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 276
00:00:00:00.282, 00:00:00:00.000, 4, 571, 2.0248227, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:49 CST 2026, 282
00:00:00:00.001, 00:00:00:00.000, 5, 1, 1.0000000, S, 0.00e+00, 0, 0.00000000000000000, 5.50000000000000000e+01, , 0000 1110 0010 1110 1000 1101 0111 0010 1010 1000 0100 1101 1111 1011 0101 1101 1110 1000 0110 1001 1001 1011 1111 0011 1010, Mon Apr 27 20:17:49 CST 2026, 1
00:00:00:00.010, 00:00:00:00.009, 5, 1, 0.1000000, R, 2.40e+01, 3, 0.00000000000000000, 5.70000000000000000e+01, , 0100 1111 0011 1111 1100 0000 0011 0001 1010 1001 1101 1101 0110 1010 0101 1111 1110 1100 0110 1010 1001 1001 1111 0001 1110, Mon Apr 27 20:17:49 CST 2026, 10
00:00:00:00.016, 00:00:00:00.000, 5, 2, 0.1250000, M, 4.70e+01, 7, 0.13268112095162987, 5.80000000000000000e+01, , 0001 1101 0110 1011 0101 0011 0001 0111 0111 1011 1111 0011 0011 0100 0010 1111 1101 0101 0011 1100 1100 1010 1010 1010 1111, Mon Apr 27 20:17:49 CST 2026, 16
00:00:00:00.021, 00:00:00:00.000, 5, 3, 0.1428571, R, 4.80e+01, 12, 0.00000000000000000, 6.60000000000000000e+01, , 0110 0111 0011 1111 1110 0000 0101 1001 1110 0111 1111 1011 1011 1011 0111 1110 1010 1111 0100 0010 1001 1011 1011 0111 1111, Mon Apr 27 20:17:49 CST 2026, 21
00:00:00:00.029, 00:00:00:00.000, 5, 7, 0.2413793, R, 2.70e+01, 4, 0.00000000000000000, 6.70000000000000000e+01, , 0110 1000 0101 1110 1101 0100 1001 1001 1110 1110 1111 1010 1111 1101 0011 1110 1010 1111 1111 0010 1101 1111 1001 1101 1111, Mon Apr 27 20:17:49 CST 2026, 29
00:00:00:00.036, 00:00:00:00.000, 5, 9, 0.2500000, R, 1.70e+01, 2, 0.00000000000000000, 6.80000000000000000e+01, , 1110 1011 0011 1100 1100 0100 1101 1001 1111 1101 1111 1010 1011 1101 0011 1110 1010 1111 1100 0011 1101 1111 1011 1101 0111, Mon Apr 27 20:17:49 CST 2026, 36
00:00:00:00.043, 00:00:00:00.001, 5, 11, 0.2558140, R, 1.60e+01, 4, 0.00000000000000000, 7.00000000000000000e+01, , 1110 1111 0001 1110 1101 0100 1011 1101 1110 1110 1111 1011 1111 1101 0011 1110 1010 1111 0100 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 43
00:00:00:00.049, 00:00:00:00.001, 5, 13, 0.2653061, R, 5.00e+00, 2, 0.00000000000000000, 7.10000000000000000e+01, , 1110 1111 0001 1111 1101 0110 1001 1101 1110 0110 1111 1011 1111 1101 0111 1110 1010 1111 0100 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 49
00:00:00:00.055, 00:00:00:00.001, 5, 15, 0.2727273, R, 1.00e+00, 2, 0.00000000000000000, 7.20000000000000000e+01, , 1110 1111 0001 1111 1101 0110 1001 1101 1110 0110 1111 1011 1111 1101 0111 1110 1010 1111 1100 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 55
00:00:00:00.065, 00:00:00:00.002, 5, 24, 0.3692308, M, 3.00e+00, 2, 0.02511612770301124, 7.30000000000000000e+01, , 1110 1111 1001 1111 1101 0110 1001 1101 1110 0110 1111 1011 1111 1101 0111 1110 1010 1101 1101 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 65
00:00:00:00.070, 00:00:00:00.000, 5, 26, 0.3714286, M, 3.00e+00, 3, 0.04304374044523712, 7.40000000000000000e+01, , 1110 1111 0101 1111 1101 0110 1001 1101 1110 0110 1111 1011 1111 1111 0111 1110 1010 1101 1101 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 70
00:00:00:00.079, 00:00:00:00.000, 5, 27, 0.3417721, R, 1.00e+00, 2, 0.00000000000000000, 7.50000000000000000e+01, , 1110 1111 1101 1111 1101 0110 1001 1101 1110 0110 1111 1011 1111 1111 0111 1110 1010 1101 1101 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 79
00:00:00:00.085, 00:00:00:00.001, 5, 31, 0.3647059, R, 3.00e+00, 3, 0.00000000000000000, 7.60000000000000000e+01, , 1110 1111 0101 1111 1101 0110 1001 1101 1110 0110 1111 1011 1111 1111 1111 1110 1110 1101 1101 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 85
00:00:00:00.095, 00:00:00:00.001, 5, 34, 0.3578947, M, 3.00e+00, 2, 0.02511612770301124, 7.70000000000000000e+01, , 1110 1111 1101 1111 1101 0110 1001 1101 1110 0110 1111 1011 1111 1111 1111 1110 1010 1101 1111 0010 1101 1011 1011 1101 1111, Mon Apr 27 20:17:49 CST 2026, 95
